6.2072e+05
1.2555e+05
51046
32777
23799
11652
6770.9
6323.8
5706.2
3229.3
3024.3
2570.2
2305.8
2059.5
1909.9
1703.2
1597.6
1353.8
1269.9
1169.8
1137
1056.3
1026.7
946.3
906.74
897.99
869.16
781.1
765.5
682.86
658.25
641.23
627.8
571.38
545.16
498.69
473.58
446.2
415.49
395.76
381.85
368.16
320.89
317.01
308.33
286.02
282.31
264.98
256.11
244.49
235.49
233.56
224.41
199.55
194.97
187.97
182.93
168.51
163.64
156.45
146.38
139.03
132.15
128.3
124.47
118.16
112.77
111.58
97.635
96.903
95.209
86.51
84.564
83.464
79.248
76.962
70.925
66.439
64.373
58.917
56.323
53.597
51.956
47.703
45.384
43.215
41.499
39.001
36.229
34.129
33.687
31.572
30.674
29.085
27.767
26.067
24.696
21.898
21.338
20.267
19.829
18.494
17.841
17.442
15.409
13.546
13.098
12.93
11.86
11.69
10.526
10.001
9.0269
8.3296
7.722
7.3561
6.9482
5.9103
4.2523
