-800.2987	454.0471	134.4080	23.9231	5.8993	5.4613	170.5757	-35.5393	9.5762	-14.0923	42.1235	-85.6688	9.1152	48.4477	31.8301	-13.9039	23.5702	67.5483	-5.0767	-18.7299	-15.5069	15.6213	-13.2799	-23.1948	-15.1939	9.9228	33.8028	1.1774	49.9605	-2.5415	-14.8468	4.3873	-46.9000	-44.2767	4.7256	-12.3512	11.4099	-5.3483	28.6761	10.4375	15.1050	30.9736	-12.0386	-8.9357	10.3021	13.2702	11.0245	-5.9312	3.6307	-9.3223	0.3936	8.2530	23.6149	-21.5294	-3.2099	12.0054	2.6973	10.0138	-2.4765	5.2746	4.4061	-1.0091	-4.8142	-4.7847	13.5247	2.8672	12.5057	-1.6342	2.0395	-14.8379	20.7846	-2.9751	6.7079	-3.1537	-0.8991	-0.4707	8.9888	3.4837	0.9519	19.0002	-14.9950	-3.6396	-19.2551	-8.7019	-4.3154	-1.0098	14.2812	-13.4554	-8.5682	0.1843	6.4689	-14.5289	0.2666	8.7950	5.8981	11.8673	-17.6244	4.8205	0.8287	3.0686	-6.9505	-16.0381	0.5513	-1.0185	-0.9907	-5.8749	-4.8261	-8.9528	-7.9367	-1.7553	6.8241	-0.9300	-5.1430	6.1875	2.3594	-0.6199	4.6914	1.6339	-1.1901
-704.3188	328.3175	141.6183	12.9728	20.8766	-60.2706	163.6973	-24.1492	17.0251	25.8585	-8.1198	-11.5258	-28.7227	-10.4170	19.1045	-54.1937	23.5457	6.9840	37.4643	7.1883	20.1429	15.8114	5.7208	-1.0393	-14.0200	2.6784	13.8562	18.1063	39.7235	37.8876	-42.8856	0.2377	-42.1683	-56.5424	3.0444	-7.3367	-7.4514	36.4532	2.9975	21.8243	9.2908	47.3440	-11.0114	28.4352	16.2941	16.7828	-1.6860	3.2717	18.7273	-0.9016	20.6606	-33.0377	20.3310	41.0394	-13.3337	-23.3913	-13.9581	-11.8784	30.2751	2.2300	48.0144	-5.0235	-1.4059	13.1251	-33.1321	-7.2269	-5.9107	11.7726	-24.7658	21.9306	22.2991	21.7467	-2.5822	6.2074	-13.9168	-10.3135	1.5363	1.4406	-18.3784	3.8732	-25.9247	1.6513	-5.3338	29.5817	-4.9396	4.1125	-20.2133	-0.8309	-2.9662	-7.7391	-1.6240	4.3291	0.5010	-0.3192	1.4714	1.9109	-3.2894	-0.8491	6.6869	2.7250	2.9489	3.4714	-0.7629	1.2815	-1.2697	2.0190	-0.6252	2.9823	1.0505	1.7690	-0.7057	4.8517	1.5856	-1.7878	-0.7619	0.9570	0.0703	0.1145	0.1588
-834.6357	232.1075	175.4377	35.5784	79.4979	-44.2317	223.2468	-75.8549	87.9300	39.4616	14.6718	-44.5558	-26.3727	-23.6880	28.5900	-55.7391	12.7186	-12.0019	49.6793	-9.8794	13.7969	47.8249	28.8036	1.9299	0.5933	-9.2092	19.4830	44.4447	26.3452	29.4022	-33.6555	-19.4122	-30.1829	-23.8637	12.8243	-36.0994	17.3643	12.5021	-26.7527	-3.9419	0.8524	49.5152	7.1809	35.2722	18.6962	32.2087	-14.5988	10.6655	26.7486	-1.7044	-0.7608	-9.7765	8.7305	1.7959	10.2402	8.3431	-13.6284	-24.5143	12.0728	-13.7609	4.2834	-0.7260	12.5099	-3.9392	-8.6037	-35.7253	1.5405	32.0402	-33.3077	-2.5828	-26.4856	-2.5285	3.7975	13.4981	-5.0792	-10.4964	6.8698	2.3530	-7.2739	-6.4258	20.7706	-9.8984	14.2244	-28.9555	-0.6582	4.8243	13.5395	18.5282	7.4394	8.3196	-4.3095	5.1635	2.5782	-0.9471	-5.6363	-0.1071	-3.5478	6.8305	-5.3515	-8.3826	-1.6225	4.2262	5.3158	0.9480	-5.3424	-3.0639	2.8359	-2.5337	-0.3494	-1.9017	3.4304	-6.9286	-1.0948	1.9367	-0.3042	-0.1278	0.7821	-0.8740	0.5197
-714.4845	379.5865	94.7565	70.3920	28.2617	-30.0683	62.7001	4.0403	17.7354	21.9951	-12.1207	-16.8565	-16.1204	-45.9992	-4.7474	-49.4402	43.4805	-4.9324	61.5919	28.1916	74.2248	-5.6137	-15.4724	-16.1139	19.1597	7.4782	31.0312	-18.2685	10.0718	11.4568	-28.5367	-16.0467	-22.0317	14.9904	-13.4422	11.3562	-6.9526	-16.1216	-1.2983	11.4198	8.0309	-22.8333	40.8907	-44.9548	-13.8827	16.2435	-19.3624	2.4814	9.1604	-7.5737	16.0136	1.6100	-26.2458	29.1313	16.0734	-23.8083	-27.8986	30.9099	0.7228	13.5572	40.2351	9.5697	-0.0187	5.3415	-30.0550	6.7138	14.5551	18.6374	3.5781	-16.3632	-20.9906	-15.8444	0.9171	9.1432	39.6188	10.3299	3.9173	-14.8363	15.2520	-8.1714	0.3896	17.8723	-5.7384	7.6983	15.8870	4.5390	17.4158	-7.3356	5.7852	-2.2984	-1.1450	10.9009	7.0323	2.6326	7.4595	-7.8145	2.1002	-9.2132	-4.8586	-2.6667	3.7479	-4.2129	-2.8532	-0.0961	8.0172	2.6489	-4.4188	-4.8702	-1.4994	-0.7572	2.9303	2.2246	-2.0977	0.9142	0.4328	1.6236	-1.2982	0.1446	0.1355
-762.8802	354.9886	78.7676	54.4074	-3.8164	-26.8686	24.9270	60.9612	37.8554	64.1550	-14.5836	-57.7690	-16.7193	-25.7155	-24.8927	2.1723	12.4418	-47.0560	65.0549	27.5607	33.5301	41.0968	10.3469	-9.3758	33.7352	-16.9508	31.7078	-19.8234	-12.4400	-13.4739	-14.6317	-33.8280	-11.9025	38.2929	-4.0073	4.3036	-38.5962	-20.1643	-14.8029	16.3145	-9.0420	-18.6883	29.1581	-55.2237	2.9066	19.5603	-11.8549	28.6779	-3.5776	11.6861	29.1833	1.2113	-37.7401	40.1966	33.1840	-25.3881	-48.0589	10.3006	-39.0505	35.6226	-3.2781	47.4857	15.4007	18.9545	5.4428	6.6470	4.8984	-3.7650	6.4186	-4.4566	32.8277	2.0591	-1.9947	-15.7101	-6.0293	0.8357	5.0026	10.2606	-5.2562	5.5326	4.5157	-18.2856	11.1819	-23.4529	-12.2825	3.9112	-19.5119	-4.2888	-10.0101	0.8791	-1.0972	-1.7221	-7.1705	1.2892	2.4561	0.2112	3.4137	3.7144	-2.0429	0.0709	-5.1345	2.9729	5.4795	1.0806	-0.1337	2.7889	1.6950	-1.1485	-2.2630	-1.6652	-1.5731	-0.1841	0.6239	-3.3793	-1.5635	-1.5398	0.4065	-0.1777	-1.3102
-727.9495	383.7552	-20.2387	88.0649	25.9510	-49.0378	70.0871	-18.5958	20.0941	-14.0304	-36.6313	-25.0152	-9.7460	-2.3885	-5.1324	17.1799	22.4380	-38.5804	48.9785	60.1286	53.4303	-3.2382	6.7319	4.8732	36.3971	-32.7780	57.8904	-0.6769	15.9772	20.1122	-62.0610	-4.8341	7.0931	37.8542	-16.8003	28.6201	-33.1673	-84.6905	5.0071	23.7575	-20.6965	-91.2589	65.2974	-130.6093	-19.0746	51.2679	35.7427	38.3283	-17.4108	33.9691	-46.8438	-0.8375	46.0822	-23.3732	-1.6022	-11.4540	31.1478	-27.1792	10.4951	-9.4213	-3.5042	-46.6599	0.5558	-5.6569	9.3405	-12.7790	-18.3767	3.8588	5.1604	-0.6677	-2.7186	22.3999	4.0293	8.8480	-17.3582	1.1188	-4.9639	6.1311	-4.2776	-0.9986	-0.3101	0.7872	0.0490	6.2336	4.8478	2.0191	-1.3582	4.1186	-2.4115	-1.0494	3.4366	0.4489	2.3473	3.7943	-0.5356	1.7468	1.7481	-1.6127	-2.8992	-2.1683	-1.6186	0.4386	2.4500	0.1913	0.2126	-0.7280	-0.8135	-0.5767	-0.0839	0.6617	0.1068	-0.1658	1.1788	-0.4728	0.2921	0.7424	0.4045	0.2814	0.0236
-715.5897	299.7398	30.3811	31.8784	66.2895	-12.7938	108.4772	-14.4406	20.2942	-3.8038	-22.5373	-6.5898	2.3930	-10.1427	0.8223	22.6489	-27.7142	-66.4772	25.3462	23.9367	62.6521	-20.4490	-25.9759	16.5232	21.6213	-58.2181	16.6605	4.1144	6.8377	30.5873	-26.0487	-16.3500	20.2251	33.5393	-6.1474	5.7411	-20.5007	-32.5114	-0.0303	7.3448	6.6709	-12.6674	12.3141	-17.8651	-12.6192	5.5061	-3.5936	-3.3443	-5.3248	21.6291	12.4497	0.9902	-3.7400	25.7335	12.0740	23.0700	0.9425	-4.1561	-19.7689	16.0875	-1.2531	10.0125	-10.8511	-5.9029	5.3287	24.4571	25.4290	14.4877	-0.2265	14.3618	-8.2768	-19.6183	8.9928	-24.7423	5.3194	-3.8233	9.4339	4.1304	-5.6815	6.7166	-0.3266	8.0796	-2.6410	12.6282	1.9297	-23.0913	9.1425	13.0378	15.9867	3.5538	4.7598	-5.9054	0.3232	-17.8104	-10.2674	6.2605	-10.5050	6.2437	13.3810	10.6722	3.4102	6.7113	-6.5115	-0.3883	-6.9160	-9.2682	4.7351	6.0801	2.3386	3.7312	-1.6132	-0.6503	1.0061	3.7622	0.1226	-2.2270	-0.2681	1.5614	1.1461
-715.2680	313.7450	0.2154	68.1479	64.7870	-24.2001	114.9120	-34.9185	15.0474	22.9187	-17.7024	-32.9512	-38.6315	-35.5276	-45.1792	-26.5857	-21.3492	-46.7907	32.1594	17.7263	43.0378	-21.0210	24.7910	-7.7123	5.0914	-67.7328	7.9078	19.2526	-3.5320	67.4756	-43.7065	6.3431	-2.8999	2.3891	14.3833	-9.9560	-14.0328	4.7472	-11.2512	16.2996	-12.1423	19.4740	-10.4417	42.2904	-19.8037	1.2651	-3.8492	-9.4715	25.7357	24.6980	9.3393	-28.3342	-21.6971	14.6516	1.8872	21.1044	8.9529	24.2775	-10.3386	-7.6413	-28.1571	-19.8003	-1.7829	-4.2768	14.3773	-35.0808	5.3168	-9.1518	3.2253	-10.9125	-31.4883	-14.9422	6.9824	-4.2073	-9.8209	-4.4018	1.8259	-0.2197	-2.2131	-1.8057	20.5503	-11.4324	-1.6262	7.9838	0.1016	9.4541	2.2306	-21.5617	-16.3044	-12.2890	10.0507	-5.1087	-10.9012	5.7551	2.5332	-3.1865	-5.5666	-7.7880	4.6415	-1.4030	-2.8966	-0.5718	-14.2824	-7.2939	-3.0621	3.2513	0.4861	2.6456	3.3533	-0.4651	-3.5684	8.1851	2.4390	-4.2737	-1.7220	-2.2754	-1.9693	0.0138	-0.2200
-707.2412	279.5431	12.2134	69.5040	77.0877	-17.8159	118.7746	-63.5278	31.7118	18.8514	-28.4630	-13.4867	-34.2097	-48.5909	-31.3079	-26.8048	-18.4020	-50.6168	34.0967	24.6652	52.3593	-23.4601	15.6654	0.1795	-2.3349	-67.1859	17.4238	20.8362	-16.0462	58.7235	-39.0131	1.5704	6.3661	10.6857	7.6795	-7.6082	-10.5167	19.5583	-16.4999	25.2819	-13.3965	36.2273	-18.2392	42.6424	-29.4620	-12.2474	-0.1402	-4.8982	40.0546	24.1882	18.6490	-33.1776	-10.7816	11.4436	-29.0477	12.8960	6.0086	16.8404	-29.9011	-7.4825	-26.0132	-27.6877	3.6260	-0.1867	12.0830	-5.9336	16.2889	-37.2589	28.9449	-0.5282	10.5405	36.9975	-8.1735	-16.5533	0.8879	-12.7596	10.5331	-20.9138	8.6693	-3.6387	-11.5989	18.4505	12.3613	3.1156	-1.7843	2.6811	1.1345	13.7592	8.0059	4.8933	-9.6456	1.9679	1.0603	-0.6066	0.1015	2.1443	7.1973	2.7426	-7.2241	0.7101	4.6205	-6.6439	8.3728	1.8316	8.1060	2.6959	0.4383	-1.5470	-4.0071	-0.2950	-0.2590	-4.5826	-2.3004	2.1215	1.9746	-0.0282	0.3235	-0.0464	-0.2046
-688.9012	281.0548	-17.5361	126.5626	64.2532	-44.1704	82.3831	-63.1689	26.9312	-7.3412	2.3062	-1.6532	-31.6194	-70.7143	-31.2458	-42.3836	-61.3118	-59.1946	12.9463	-25.7610	99.4263	0.6567	7.0738	8.2904	-11.2834	-76.9960	23.7822	8.7724	-45.0843	20.1579	48.6532	47.1809	59.5194	-36.6996	-60.7651	32.0733	40.0782	53.3777	-39.8088	-67.0331	-16.0520	32.0440	-20.8117	-3.5926	-15.0104	-27.2272	52.4778	62.4297	10.7702	-20.2975	-27.5901	9.4613	10.6551	8.6051	-35.6041	18.1238	-12.1116	17.2318	-5.3963	1.7747	-0.0070	8.3255	6.0567	33.4861	-3.5113	12.2191	-1.0463	5.8544	8.6534	15.3030	8.9397	3.1641	-14.3573	16.4009	0.3357	11.1282	-21.6071	13.2418	15.5285	-13.1818	5.6785	-9.6587	-5.5734	1.3333	13.9713	-7.1530	3.8880	0.3857	-4.0372	-1.0557	10.5303	4.0950	-5.6686	-3.4487	-4.9308	-0.9359	-6.0328	-6.6478	-0.0702	3.3350	-10.1386	-1.8648	11.8852	-1.1146	-4.0261	1.7917	-1.8055	3.0559	1.7039	-0.2966	0.8256	-0.2826	0.2078	2.6621	-0.6925	1.5093	0.8016	1.2002	1.1000
